"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"T4_ARTEFACT_HEAD_PLATE_KEEPER","Adept's Carved Skull Padding","Acolchado de calavera tallada del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_HEAD_PLATE_KEEPER","Expert's Carved Skull Padding","Acolchado de calavera tallada del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_HEAD_PLATE_KEEPER","Master's Carved Skull Padding","Acolchado de calavera tallada del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_HEAD_PLATE_KEEPER","Grandmaster's Carved Skull Padding","Acolchado de calavera tallada del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_HEAD_PLATE_KEEPER","Elder's Carved Skull Padding","Acolchado de calavera tallada del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_ARMOR_PLATE_KEEPER","Adept's Preserved Animal Fur","Pieles de animal preservadas del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_ARMOR_PLATE_KEEPER","Expert's Preserved Animal Fur","Pieles de animal preservadas del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_ARMOR_PLATE_KEEPER","Master's Preserved Animal Fur","Pieles de animal preservadas del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_ARMOR_PLATE_KEEPER","Grandmaster's Preserved Animal Fur","Pieles de animal preservadas del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_ARMOR_PLATE_KEEPER","Elder's Preserved Animal Fur","Pieles de animal preservadas del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_SHOES_PLATE_KEEPER","Adept's Inscribed Bindings","Ataduras inscritas del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_SHOES_PLATE_KEEPER","Expert's Inscribed Bindings","Ataduras inscritas del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_SHOES_PLATE_KEEPER","Master's Inscribed Bindings","Ataduras inscritas del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_SHOES_PLATE_KEEPER","Grandmaster's Inscribed Bindings","Ataduras inscritas del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_SHOES_PLATE_KEEPER","Elder's Inscribed Bindings","Ataduras inscritas del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_HEAD_PLATE_AVALON","Adept's Exalted Visor","Visera exaltada del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_HEAD_PLATE_AVALON","Expert's Exalted Visor","Visor exaltado del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_HEAD_PLATE_AVALON","Master's Exalted Visor","Visera exaltada del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_HEAD_PLATE_AVALON","Grandmaster's Exalted Visor","Visera exaltada del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_HEAD_PLATE_AVALON","Elder's Exalted Visor","Visera exaltada del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_ARMOR_PLATE_AVALON","Adept's Exalted Plating","Enchapado exaltado del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_ARMOR_PLATE_AVALON","Expert's Exalted Plating","Enchapado exaltado del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_ARMOR_PLATE_AVALON","Master's Exalted Plating","Enchapado exaltado del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_ARMOR_PLATE_AVALON","Grandmaster's Exalted Plating","Enchapado exaltado del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_ARMOR_PLATE_AVALON","Elder's Exalted Plating","Enchapado exaltado del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_SHOES_PLATE_AVALON","Adept's Exalted Greave","Greba exaltada del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_SHOES_PLATE_AVALON","Expert's Exalted Greave","Greba exaltada del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_SHOES_PLATE_AVALON","Master's Exalted Greave","Greba exaltada del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_SHOES_PLATE_AVALON","Grandmaster's Exalted Greave","Greba exaltada del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_SHOES_PLATE_AVALON","Elder's Exalted Greave","Greba exaltada del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_ARMOR_PLATE_FEY","Adept's Veilweaver Carapace","Caparazón de tejevelos del iniciado","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T5_ARTEFACT_ARMOR_PLATE_FEY","Expert's Veilweaver Carapace","Caparazón de tejevelos del experto","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T6_ARTEFACT_ARMOR_PLATE_FEY","Master's Veilweaver Carapace","Caparazón de tejevelos del maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T7_ARTEFACT_ARMOR_PLATE_FEY","Grandmaster's Veilweaver Carapace","Caparazón de tejevelos del gran maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T8_ARTEFACT_ARMOR_PLATE_FEY","Elder's Veilweaver Carapace","Caparazón de tejevelos del anciano","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T4_ARTEFACT_HEAD_PLATE_FEY","Adept's Veilweaver Mandibles","Mandíbulas de tejevelos del iniciado","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T5_ARTEFACT_HEAD_PLATE_FEY","Expert's Veilweaver Mandibles","Mandíbulas de tejevelos del experto","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T6_ARTEFACT_HEAD_PLATE_FEY","Master's Veilweaver Mandibles","Mandíbulas de tejevelos del maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T7_ARTEFACT_HEAD_PLATE_FEY","Grandmaster's Veilweaver Mandibles","Mandíbulas de tejevelos del gran maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T8_ARTEFACT_HEAD_PLATE_FEY","Elder's Veilweaver Mandibles","Mandíbulas de tejevelos del anciano","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T4_ARTEFACT_SHOES_PLATE_FEY","Adept's Veilweaver Claws","Garras de tejevelos del iniciado","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T5_ARTEFACT_SHOES_PLATE_FEY","Expert's Veilweaver Claws","Garras de tejevelos del experto","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T6_ARTEFACT_SHOES_PLATE_FEY","Master's Veilweaver Claws","Garras de tejevelos del maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T7_ARTEFACT_SHOES_PLATE_FEY","Grandmaster's Veilweaver Claws","Garras de tejevelos del gran maestro","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T8_ARTEFACT_SHOES_PLATE_FEY","Elder's Veilweaver Claws","Garras de tejevelos del anciano","Piece of an ancient and mighty armor. Can be used to craft {0}.","Pieza de una armadura antigua y poderosa. Se puede usar para fabricar {0}."
"T4_ARTEFACT_HEAD_LEATHER_MORGANA","Adept's Imbued Visor","Visera imbuida del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_HEAD_LEATHER_MORGANA","Expert's Imbued Visor","Visera imbuida del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_HEAD_LEATHER_MORGANA","Master's Imbued Visor","Visera imbuida del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_HEAD_LEATHER_MORGANA","Grandmaster's Imbued Visor","Visera imbuida del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T8_ARTEFACT_HEAD_LEATHER_MORGANA","Elder's Imbued Visor","Visera imbuida del anciano","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T4_ARTEFACT_ARMOR_LEATHER_MORGANA","Adept's Imbued Leather Folds","Pliegues de cuero imbuidos del iniciado","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T5_ARTEFACT_ARMOR_LEATHER_MORGANA","Expert's Imbued Leather Folds","Pliegues de cuero imbuidos del experto","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T6_ARTEFACT_ARMOR_LEATHER_MORGANA","Master's Imbued Leather Folds","Pliegues de cuero imbuidos del maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
"T7_ARTEFACT_ARMOR_LEATHER_MORGANA","Grandmaster's Imbued Leather Folds","Pliegues de cuero imbuidos del gran maestro","Piece of an ancient and powerful weapon. Can be used to craft {0} of the same tier, or salvaged into {1}s.","Un trozo de un arma antigua y poderosa. Sirve para fabricar {0} del mismo nivel o reciclar para conseguir {1}."
